Australia,Kiribati,1,ASI-315-patrol craft,1992-01-01,'Pacific Patrol Boat'/'Defence Cooperation' aid programme  Kiribati designation Teanoai
Australia,Kuwait,2,OPV-310-patrol craft,1991-01-01,Kuwaiti designation Inttisar
Australia,Laos,3,DC-3/C-47 Skytrain-transport aircraft,1970-01-01,Second-hand  aid
Australia,Lesotho,1,GA-8 Airvan-light transport aircraft,2003-01-01,
Australia,Malaysia,10,F-86 Sabre-fighter aircraft,1969-01-01,Second-hand but modernized before delivery  aid  CAC-27/Sabre Mk-32 version
Australia,Marshall Islands,1,ASI-315-patrol craft,1989-01-01,'Pacific Patrol Boat'/'Defence Cooperation' aid programme  Marshall Islands designation Lomor
Australia,Micronesia,2,ASI-315-patrol craft,1989-01-01,'Pacific Patrol Boat'/'Defence Cooperation' aid programme  Micronesian designation Palikir
Australia,Nepal,2,DC-3/C-47 Skytrain-transport aircraft,1970-01-01,Second-hand  incl 1 for VIP transport
Australia,Netherlands,2,DC-3/C-47 Skytrain-transport aircraft,1962-01-01,Second-hand
Australia,New Zealand,4,Bathurst-corvette/minesweeper,1952-01-01,Second-hand  aid
Australia,Oman,2,HSSV-72-transport ship,2014-01-01,AUD125 m deal
Australia,Pakistan,45,Mirage-3E-FGA aircraft,1990-01-01,Second-hand  $28 m deal  Mirage-3OA version  incl some Mirage-3OD  modernized in Pakistan after delivery  5 more for for spares only
Australia,Palau,1,ASI-315-patrol craft,1995-01-01,Part of 'Pacific Patrol Boat'/'Defence Cooperation' aid programme  Palau designation Remeliik
Australia,Papua New Guinea,4,DC-3/C-47 Skytrain-transport aircraft,1974-01-01,Second-hand  aid upon independence
Australia,Philippines,11,Nomad-light transport aircraft,1974-01-01,N-22B version
Australia,Samoa,1,ASI-315-patrol craft,1985-01-01,'Pacific Patrol Boat'/'Defence Cooperation' aid programme  Samoan designation Nafanua
Australia,Singapore,100,R-600-IFV turret,2009-01-01,AUD28 m $22 m deal  for Terrex APC/IFV produced in Singapore
Australia,Solomon Islands,1,ASI-315-patrol craft,1985-01-01,Part of 'Pacific Patrol Boat'/'Defence Cooperation' aid programme  Solomon Islands designation Lata
Australia,Sri Lanka,2,Bay-patrol craft,2014-01-01,Second-hand  aid
Australia,Sweden,2,Saab-340-transport aircraft,2003-01-01,Second-hand  Saab-340BPlus version  Swedish designation Tp-100C
Australia,Thailand,21,Nomad-light transport aircraft,1981-01-01,$33 m deal  possibly incl 4 second-hand
Australia,Timor-Leste,2,Guardian-patrol craft,2017-01-01,Part of 'SEA-3036 Pacific Patrol Boat Replacement' aid programme  delivery planned 2023
Australia,Tonga,3,ASI-315-patrol craft,1988-01-01,'Pacific Patrol Boat'/'Defence Cooperation' aid programme  Tongan designation Neiafu
Australia,Trinidad and Tobago,6,Austal-30m-patrol craft,2008-01-01,For coast guard
Australia,Tuvalu,1,ASI-315-patrol craft,1992-01-01,Part of 'Pacific Patrol Boat'/'Defence Cooperation' aid programme  Tuvaluan designation Te Mataili
Australia,UAE,,R-400S-IFV turret,2019-01-01,AED1.6 b $316 m deal  probably incl for Nimr APC/IFV produced in UAE
Australia,Ukraine,90,Bushmaster-APC,2022-01-01,Second-hand  aid after 2022 Russian invasion of Ukraine  incl 2 ambulance versions
Australia,United Kingdom,1,Tide-replenishment ship,1955-01-01,Australian designation Supply  built for Australia but after completion in 1955 on loan to UK until 1962
Australia,United States,7,Boeing-707-transport aircraft,1985-01-01,Second-hand  Boeing-707-338C version  modified in USA to E-8C J-STARS AEW&C aircraft
Australia,Vanuatu,1,ASI-315-patrol craft,1985-01-01,Part of 'Pacific Patrol Boat'/'Defence Cooperation' aid programme  Vanuatuan designation Tukoro
Australia,Yemen,10,P-1022-patrol craft,2003-01-01,AUD90 m $55-70 m deal
Austria,Indonesia,23,Pandur-2-IFV,2019-01-01,$80 m deal  from Czech production line  Indonesian designation Cobra
Austria,Philippines,10,Pandur-2-APC,2020-01-01,Chassis for 10 Sabrah AFSV from Israel  from Czech production line
Austria,Thailand,18,CG-45 155mm-towed gun,1997-01-01,GHN-45 version  ordered via Swiss company
Austria,Uganda,6,Bell-206/OH-58-light helicopter,2009-01-01,Second-hand  AB-2016B-3 version  delivered via FRG company
Austria,Argentina,4,SK-105 Kurassier-light tank,2006-01-01,SK-105 chassis  fitted with turret from AMX-13 tank in Argentina  Argentine designation Patagon
Austria,Australia,,Camcopter S-100-UAV,2022-01-01,'Sea-129 Phase-5 Block-1' programme  incl production of components or production under licence in Australia  selected 2022 but not yet ordered by end-2022
Austria,Belgium,54,Pandur-APC,1997-01-01,$42 m deal offsets 100% incl production of componets and assembly in Belgium  incl 5 command post  4 ARV and 4 ambulance version
Austria,Czechia,20,Pandur-2-APC,2017-01-01,CZK2.1 b $82 m deal  produced in Czech Republic  incl 6 command post and 14 communications version
Austria,Greece,100,4K-4F-APC,1981-01-01,Produced under licence in Greece  Greek designation Leonidas-1
Austria,Portugal,158,Pandur-2-APC,2005-01-01,Incl assembly/production under licence in Portugal  incl ambulance  ARV  command post  mortar carrier and anti-tank versions
Austria,Saudi Arabia,50,MMV-APC,2014-01-01,
Austria,Slovenia,36,Pandur-APC,1998-01-01,Hull produced and vehicle assembled in Slovenia  Slovenian designation Valuk
Austria,Spain,100,SP30-IFV turret,2003-01-01,For some 100 ASCOD Pizarro IFV produced in Spain
Austria,UAE,60,Camcopter S-100-UAV,2006-01-01,Incl production of components and/or production under licence in UAE  UAE designation Al Saber
Austria,United Kingdom,198,Pinzgauer 6x6-APC,2006-01-01,'Project Vector'  incl 12 ambulance version  for use in Afghanistan and Iraq  UK designation Protected Patrol Vehicle PPV
Austria,United States,33,Pandur-APC,1999-01-01,US designation AGMS Armored Ground Mobility System
Austria,Argentina,93,SK-105 Kurassier-light tank,1978-01-01,No. could be 49 or 70
Austria,Australia,1100,vehicle engine-vehicle engine,2015-01-01,M-16 270hp diesel engine  for 1100 Hawkei APV produced in Australia
Austria,Bangladesh,6,DA40-light aircraft,2017-01-01,DA40NG version
Austria,Bolivia,6,4K-7FA-APC,1977-01-01,
Austria,Botswana,20,SK-105 Kurassier-light tank,1997-01-01,Part of ASH500 m deal  option on 30 more not used
Austria,Brazil,1,Greif-ARV,2000-01-01,
Austria,Burkina Faso,1,DA42MPP-reconnaissance aircraft,2015-01-01,
Austria,Czechia,107,Pandur-2-APC,2009-01-01,CZK14.4 b $650 m  offsets 150% incl assembly of 90 in Czech Republic deal  incl 11 command post  4 ARV and 4 ambulance version
Austria,Egypt,4,Camcopter S-100-UAV,2001-01-01,Financed by US 'FMF' aid
Austria,France,2,A-340-transport aircraft,2005-01-01,Second-hand  'TLRA' programme  5-9-year lease with option to buy via French and Portugese company  A-340-211 version
Austria,Gabon,6,CM-170 Magister-trainer aircraft,1976-01-01,Second-hand  sold to via French producer and modernized in France before delivery  for Presidential Guard
Austria,Germany,1,DA62-light aircraft,2021-01-01,DA62 MPP version  owned and operated by German company for training of German and other armed forces in Germany
Austria,Ghana,2,DA42MPP-reconnaissance aircraft,2011-01-01,EUR11.8 m deal
Austria,Indonesia,3,Pandur-2-APC,2016-01-01,Probably from Czech production line
Austria,Iran,200,CG-45 155mm-towed gun,1984-01-01,GHN-45 version  illegally delivered to Iran officially ordered by and delivered to Libya to circumvent arms embargo on Iran  originally produced for expected Indian order
Austria,Iraq,200,CG-45 155mm-towed gun,1981-01-01,GHN-45 version  illegally delivered to Iraq officially ordered by and delivered to Jordan to circumvent arms embargo on Iraq
Austria,Israel,2,S-65A/CH-53 Stallion-transport helicopter,1981-01-01,Second-hand  S-65OE version
Austria,Jamaica,2,DA42-light aircraft,2011-01-01,DA-42NG version  for training
Austria,Jordan,12,Camcopter S-100-UAV,2010-01-01,
Austria,Kuwait,40,Pandur-APC,1996-01-01,Part of $170 m deal  from US production line  for National Guard  CP  81mm mortar carrier  ARV and ambulance versions  option on more not used
Austria,Latvia,47,M-109A5 155mm-self-propelled gun,2017-01-01,Second-hand
Austria,Libya,30,CG-45 155mm-towed gun,1987-01-01,Originally ordered by Brazil  but finally delivered to Libya
Austria,Malaysia,2,Camcopter S-100-UAV,2018-01-01,
Austria,Montenegro,4,Survivor-2-APC,2014-01-01,
Austria,Morocco,11,Greif-ARV,1978-01-01,
Austria,Myanmar,5,Camcopter S-100-UAV,2017-01-01,EUR87 m deal
Austria,Niger,2,DA42MPP-reconnaissance aircraft,2008-01-01,
Austria,Nigeria,2,S-55-helicopter,1967-01-01,Second-hand  Whirlwind HAR-3 version  no. could be 8
Austria,OSCE**,6,Camcopter S-100-UAV,2014-01-01,For OSCE observation misison in eastern Ukraine
Austria,Poland,5,DA20-light aircraft,2012-01-01,For training
Austria,Saudi Arabia,5,CG-45 155mm-towed gun,1989-01-01,Original order for 50  rest cancelled after withdrawal of export licence in 1990
Austria,Sweden,8,Bell-204B/UH-1B-helicopter,1990-01-01,Second-hand  AB-204B version  Swedish designation Hkp-3B
Austria,Thailand,6,CG-45 155mm-towed gun,1987-01-01,$7 m deal  GHN-45 version
Austria,Tunisia,54,SK-105 Kurassier-light tank,1976-01-01,
Austria,Turkmenistan,10,Survivor-2-APC,2010-01-01,
Austria,Uganda,1,DA42-light aircraft,2017-01-01,
Austria,United Kingdom,2,DA42-light aircraft,2008-01-01,Modified in UK to reconnaissance aircraft  incl for use in Iraq and for training  owned and operated by UK company for UK air force
Austria,United States,20,DA40-light aircraft,2009-01-01,Lease  or training  US designation T-52A
Austria,Venezuela,6,DA42MPP-reconnaissance aircraft,2008-01-01,Probably for MP
Austria,Yugoslavia,500,vehicle engine-vehicle engine,1962-01-01,FAMOS 140hp deisel engien  for M-60P APC produced in Yugoslavia
Belarus,Viet Nam,20,Vostok-E-air search radar,2013-01-01,Assembled or produced under licence in Viet Nam as RV-02
Belarus,Algeria,2,Su-24-bomber aircraft,1997-01-01,Second-hand  Su-24MR reconnaissance version
Belarus,Angola,21,BMP-1-IFV,1993-01-01,Second-hand  sold via Bulgarian company
Belarus,Armenia,10,D-30 122mm-towed gun,2006-01-01,Second-hand
Belarus,Azerbaijan,60,T-72M1-tank,2004-01-01,Second-hand
Belarus,China,5,Il-76M-transport aircraft,2011-01-01,Second-hand  incl 2 Il-76MD and 3 Il-76TD version  ordered via Russia
Belarus,Cote d'Ivoire,10,2B11 120mm-mortar,2002-01-01,Second-hand
Belarus,Djibouti,2,Mi-24P/Mi-35P-combat helicopter,2004-01-01,Second-hand
Belarus,DR Congo,6,BM-21 Grad 122mm-self-propelled MRL,1997-01-01,Second-hand
Belarus,Eritrea,2,S-125 Pechora-SAM system,2005-01-01,Second-hand but modernized to S-125-2T before delivery
Belarus,Ethiopia,40,T-55-tank,1998-01-01,Second-hand
Belarus,Hungary,100,T-72M1-tank,1996-01-01,Second-hand  $13 m deal
Belarus,Iran,37,T-72M1-tank,1999-01-01,Possibly second-hand  supplier could be Russia as part of Iranian production of T-72
Belarus,Iraq,9,Su-25-ground attack aircraft,2015-01-01,Second-hand
Belarus,Libya HoR*,4,Mi-24P/Mi-35P-combat helicopter,2014-01-01,Second-hand  acquired and financed via UAE
Belarus,Morocco,100,T-72B-tank,1999-01-01,Second-hand but modernized before delivery  incl 12 T-72BK version
Belarus,Myanmar,100,3M9-SAM,2014-01-01,Second-hand but modernized before delivery  for Kvadrat-M SAM systems  supplier uncertain
Belarus,Nepal,2,Mi-8MT/Mi-17-transport helicopter,2002-01-01,Second-hand  financed by UK for police use against Maoist rebels on condition not to be used in offensive or armed role
Belarus,Nigeria,2,Mi-24P/Mi-35P-combat helicopter,2009-01-01,Second-hand
Belarus,Pakistan,1920,9M119-anti-tank missile,1996-01-01,For T-80UD tank  status uncertain
Belarus,Peru,100,Kh-25M-anti-radar missile/ASM,1996-01-01,Probably second-hand  part of $402 m deal  Kh-25ML AS-10B version for Su-25 combat aircraft  ordered after experiences in 1995 war with Ecuador
Belarus,Rwanda,2,Mi-24V/Mi-35-combat helicopter,1997-01-01,Second-hand
Belarus,Serbia,8,MiG-29S-FGA aircraft,2017-01-01,Second-hand but modernized before delivery  aid
Belarus,Sierra Leone,2,Mi-24V/Mi-35-combat helicopter,1994-01-01,Second-hand  $9 m deal  for use against RUF rebels  operated by Belarusian crew  possibly supplied from Ukraine
Belarus,Sudan,6,Mi-24V/Mi-35-combat helicopter,1996-01-01,Second-hand
Belarus,Syria,300,Igla-portable SAM,2003-01-01,$30-100 m deal  supplier uncertain
Belarus,Turkmenistan,4,Caracal-tank destroyer,2010-01-01,
Belarus,Uganda,2,Mi-24P/Mi-35P-combat helicopter,1997-01-01,Second-hand  $9 m deal  4 ordered but 2 cancelled after delivery of first 2 revealed aircraft not modernized as specified in contract
Belarus,Viet Nam,5,S-125T Pechora-2T-SAM system,2008-01-01,Vietnamese S-125 SA-3 rebuilt to S-125TM Pechora-2TM
Belarus,Yemen,27,T-72B-tank,2000-01-01,Second-hand  modernized before delivery
Belgium,Indonesia,14,CM-90 90mm-tank turret,2016-01-01,Produced under licence in Indonesia  for 14 Badak armoured fire support vehicles produced in Indonesia
Belgium,Argentina,5,BDX-APC,1980-01-01,For police  incl 1 CP version
Belgium,Austria,7,Pandur-2-APC,2015-01-01,Second-hand  incl 1 ambulance version
Belgium,Bahrain,42,AIFV-IFV,2007-01-01,Second-hand
Belgium,Benin,2,HS-748-transport aircraft,2002-01-01,Second-hand 1 more delivered for spare parts
Belgium,Bolivia,1,SA-315B Lama-light helicopter,1982-01-01,Second-hand
Belgium,Brazil,128,Leopard-1A1-tank,1995-01-01,Second-hand  Leopard-1A1BE version
Belgium,Bulgaria,1,Wielingen-frigate,2004-01-01,Second-hand but modernized before sale to Bulgaria  EUR23 m $28 m deal
Belgium,Canada,25,Alpha Jet-trainer/combat aircraft,2020-01-01,Second-hand  EUR9.7 m deal  for Canadian company for training of Canadian and other air forces  Alpha Jet-1B+ version
Belgium,Chad,82,AML-60/90-armoured car,2006-01-01,Second-hand but modernized before delivery  Eland-90 version  ordered and delivered via France
Belgium,Chile,20,Mirage-5-FGA aircraft,1994-01-01,Second-hand but modernized to MIRSIP for Belgium but sold to Chile  part of $54 m deal  incl 5 Mirage-5BP version  Chilean designation Elkan
Belgium,DR Congo,15,M-3A1 Scout Car-APC/APV,1959-01-01,Second-hand
Belgium,Estonia,25,Mistral-portable SAM,2010-01-01,Second-hand
Belgium,France,3,Tripartite-MCM ship,1997-01-01,Second-hand  French designation Eridan
Belgium,Germany,3,EC145-light helicopter,2020-01-01,1-year lease for training  H1454D2 and H145D3 versions
Belgium,Indonesia,22,CM-90 90mm-tank turret,2008-01-01,For Black Fox IFV from South Korea  CSE-90 version
Belgium,Jordan,50,Scorpion-light tank,1999-01-01,Second-hand
Belgium,Katanga,1,DH-114 Heron-light transport aircraft,1960-01-01,Second-hand
Belgium,Kuwait,62,CM-90 90mm-tank turret,1984-01-01,For 62 V-300 Mk-2 IFV/AFSV from USA
Belgium,Lebanon,22,AIFV-IFV,2007-01-01,Second-hand
Belgium,Malaysia,24,SIBMAS-APC,1981-01-01,Part of $84 m deal
Belgium,Mexico,401,AMX-VCI-APC,1994-01-01,Second-hand but some or most modernized before delivery  incl VTT/PM mortar carrier and ARV version  Mexican designation DNC-1
Belgium,Morocco,43,M-109A1 155mm-self-propelled gun,2006-01-01,Second-hand  M-109A2 version
Belgium,Myanmar,1,EC-120 Colibri-light helicopter,2016-01-01,Second-hand
Belgium,NATO**,3,Boeing-707-transport aircraft,1986-01-01,Second-hand modernized in FRG before delivery  Boeing-707-329C version  'TCA' Trainer Cargo Aircraft programme  for use as trainer aircraft for NATO AEW aircraft unit
Belgium,Netherlands,26,M-113-APC,1983-01-01,M-113A1 version  modified to ARV in Netherlands
Belgium,Nigeria,5,DC-3/C-47 Skytrain-transport aircraft,1967-01-01,Second-hand
Belgium,Norway,8,C-119 Packet-transport aircraft,1954-01-01,Second-hand
Belgium,Pakistan,7,C-130H Hercules-transport aircraft,2021-01-01,Second-hand
Belgium,Panama,3,CM-90 90mm-tank turret,1983-01-01,For 3 V-300 Mk-2 IFV/AFSV from USA
Belgium,Philippines,12,CM-90 90mm-tank turret,1993-01-01,For 12 V-300 IFV/ASFV from USA
Belgium,Portugal,3,T-33A Shooting Star-trainer aircraft,1979-01-01,Second-hand
Belgium,Qatar,36,LCTS-90 90mm-tank turret,1996-01-01,For 36 Piranha AFSV from UK
Belgium,Rwanda,2,PA-18 Super Cup-light aircraft,1971-01-01,Second-hand  aid  L-18C version
Belgium,Saudi Arabia,130,LCTS-90 90mm-tank turret,2000-01-01,For 130 Piranha LAV-90 LAV-AG AFSV from Canada
Belgium,Sri Lanka,12,SF-260-trainer aircraft,1990-01-01,Second-hand Myanmar SF-260W version sold to Belgian company and resold to Sri Lanka  incl for use against LTTE rebels
Belgium,Turkiye,17,F-104G Starfighter-FGA aircraft,1981-01-01,Second-hand  aid
Belgium,Ukraine,15,AIM-120C AMRAAM-BVRAAM,2022-01-01,Second-hand  aid after 2022 Russian invasion of Ukraine  for NASAMS SAM systems  delivery planned 2023
Belgium,United Kingdom,2,BAe-146-transport aircraft,2012-01-01,Second-hand  BAe-146-200QC version  UK designation BAe-146 C-3  acquired for use in Afghanistan
Belgium,United Nations**,15,Pandur-APC,2006-01-01,Loan  for use by Benin forces in UN operations in DRC
Belgium,Uruguay,20,FN-4RM/62F-armoured car,1980-01-01,Second-hand
Belgium,Zimbabwe,17,SF-260-trainer aircraft,1977-01-01,Second-hand  14 possibly supplied from other country  incl SF-260W armed version  Zimbabwan designation Genet
Bosnia-Herzegovina,Cameroon,31,AML-60/90-armoured car,2002-01-01,Second-hand  supplied via Israel  AML-90 version
Brazil,Ghana,11,VBTP Guarani-APC,2021-01-01,Ordered via Israeli company
Brazil,Nigeria,12,EMB-314 Super Tucano-trainer/combat aircraft,2018-01-01,$345 m deal  A-29B version  ordered via USA and modified in USA before delivery
Brazil,Portugal,5,C-390-transport aircraft,2019-01-01,$920 m deal incl 12 years support and production of components in Portugal  delivery planned 2023-2027
Brazil,UAE,24,B-250-trainer/combat aircraft,2019-01-01,AED2.3 b $620 m deal  produced in UAE
Brazil,United Kingdom,130,EMB-312 Tucano-trainer aircraft,1985-01-01,$145-150 m deal  produced under licence in UK  UK designation Tucano T-1  option on 15 more not used
Brazil,United States,3,EMB-314 Super Tucano-trainer/combat aircraft,2020-01-01,'Combat Aviation Advisor' programme  A-29B version  produced under licence in USA
Brazil,Angola,2,EMB-111-maritime patrol aircraft,1986-01-01,
Brazil,Argentina,12,DC-3/C-47 Skytrain-transport aircraft,1960-01-01,Second-hand
Brazil,Bolivia,8,S-11 Instructor-trainer aircraft,1973-01-01,Second-hand
Brazil,Burkina Faso,3,EMB-314 Super Tucano-trainer/combat aircraft,2010-01-01,
Brazil,Cabo Verde,1,EMB-110 Bandeirante-light transport aircraft,1998-01-01,For coast guard  incl for MP
Brazil,Chile,83,EE-9 Cascavel-armoured car,1974-01-01,
Brazil,Colombia,1,DC-4/C-54-transport aircraft,1968-01-01,Second-hand  aid
Brazil,Comoros,1,L-410 Turbolet-light transport aircraft,2012-01-01,L-410UVP version  second-hand
Brazil,Cyprus,10,EE-11 Urutu-APC,1982-01-01,Status uncertain
Brazil,Dominican Republic,8,EMB-314 Super Tucano-trainer/combat aircraft,2008-01-01,Incl for combat role anti-narcotics operations
Brazil,Ecuador,18,EE-11 Urutu-APC,1983-01-01,
Brazil,Egypt,40,EMB-312 Tucano-trainer aircraft,1983-01-01,Incl 30 assembled in Egypt  part of $181 m deal incl 80 more assembled in Egypt for Iraq
Brazil,France,22,MS-760 Paris-light aircraft,1968-01-01,Second-hand  exchanged for 7 CM-170 trainer aircraft
Brazil,Gabon,3,EMB-110 Bandeirante-light transport aircraft,1980-01-01,Incl 1 for Presidential Guard
Brazil,Greece,4,EMB-145AEW&C-AEW&C aircraft,1999-01-01,Part of $476-676 m deal incl PS-890 Erieye radar fitted in Sweden  EMB-145H version
Brazil,Guyana,1,Bell-412-helicopter,1981-01-01,Possibly second-hand
Brazil,Honduras,12,EMB-312 Tucano-trainer aircraft,1984-01-01,
Brazil,Hungary,2,C-390-transport aircraft,2020-01-01,KC-390 version  delivery planned from 2024
Brazil,India,2,ERJ-transport aircraft,2008-01-01,Part of $210 m deal  modified in India to AEW&C aircraft with Indian radar
Brazil,Indonesia,8,EMB-314 Super Tucano-trainer/combat aircraft,2011-01-01,
Brazil,Iran,25,EMB-312 Tucano-trainer aircraft,1988-01-01,
Brazil,Iraq,100,EE-11 Urutu-APC,1979-01-01,
Brazil,Jordan,28,EE-11 Urutu-APC,1987-01-01,$50 m deal  for police
Brazil,Lebanon,20,VBTP Guarani-APC,2014-01-01,Part of EUR30 m deal  ordered via Italy  VBTP-MR version
Brazil,Libya,500,EE-9 Cascavel-armoured car,1973-01-01,
Brazil,Malaysia,10,AV-VBL-APC,2000-01-01,
Brazil,Mali,4,EMB-314 Super Tucano-trainer/combat aircraft,2015-01-01,
Brazil,Mauritania,2,EMB-314 Super Tucano-trainer/combat aircraft,2011-01-01,
Brazil,Mexico,1,EMB-145AEW&C-AEW&C aircraft,2001-01-01,Part of $230-250 m deal  incl for SIGINT  mainly for anti-narcotics operations
Brazil,Mozambique,3,EMB-312 Tucano-trainer aircraft,2014-01-01,Second-hand  aid
Brazil,Namibia,1,Imperial Marinheiro-OPV/tug,2003-01-01,Second-hand  for use as OPV  Namibian designation Hamaambo
Brazil,Netherlands,5,C-390-transport aircraft,2022-01-01,Selected but not yet ordered by end-2022
Brazil,Nigeria,75,EE-9 Cascavel-armoured car,1992-01-01,
Brazil,Pakistan,100,MAR-1-anti-radar missile,2008-01-01,BRL111 m $100-126 m deal  for modernized Mirage-3/Mirage-5 and possibly JF-17 combat aircraft
Brazil,Paraguay,5,PT-19 Cornell-trainer aircraft,1960-01-01,Second-hand  aid
Brazil,Peru,20,EMB-312 Tucano-trainer aircraft,1984-01-01,$32 m deal  incl for combat role anti-narcotics operations
Brazil,Philippines,6,EMB-314 Super Tucano-trainer/combat aircraft,2017-01-01,PHP5 b $100 m deal  A-29B version  incl for combat role
Brazil,Qatar,20,EE-9 Cascavel-armoured car,1978-01-01,
Brazil,Saudi Arabia,76,ASTROS-2-self-propelled MRL,1987-01-01,$500 m deal mainly for ammunition
Brazil,South Korea,30,T-37B-trainer aircraft,1980-01-01,Second-hand  T-37C version
Brazil,Suriname,15,EE-11 Urutu-APC,1983-01-01,Part of $15 m aid
Brazil,Togo,3,MB-326GB-trainer/combat aircraft,1975-01-01,$8 m deal incl $2.1 m for training and support  EMB-326 Xavante version
Brazil,Tunisia,6,EE-11 Urutu-APC,1982-01-01,
Brazil,Turkmenistan,5,EMB-314 Super Tucano-trainer/combat aircraft,2019-01-01,
Brazil,UAE,60,EE-11 Urutu-APC,1982-01-01,For Dubai  no. could be between 30 and 120
Brazil,United Kingdom,5,Phenom-100-light transport aircraft,2016-01-01,Part of 'MFTS' programme  for UK company for training of UK armed forces in 'MFTS' programme  UK designation Phenom T-1
Brazil,unknown recipients,50,SMKB-guided bomb,2010-01-01,Recipient is South American country possibly Ecuador or Peru
Brazil,Uruguay,5,EMB-110 Bandeirante-light transport aircraft,1975-01-01,EMB-110C version
Brazil,Venezuela,38,EE-11 Urutu-APC,1983-01-01,Incl IFV  ARV and command post versions
Brazil,Zimbabwe,90,EE-9 Cascavel-armoured car,1983-01-01,Option on 60 more not used
Brunei,Malaysia,4,S-70 Black Hawk-transport helicopter,2014-01-01,Second-hand
Bulgaria,Argentina,50,Strela-2-portable SAM,1983-01-01,
Bulgaria,Azerbaijan,36,M-46 130mm-towed gun,2002-01-01,Second-hand
Bulgaria,Burkina Faso,3,Mi-24D/Mi-25-combat helicopter,2018-01-01,Second-hand
Bulgaria,Cambodia,18,MiG-21bis-fighter aircraft,1986-01-01,Second-hand  supplier uncertain  no. could be 16
Bulgaria,Chad,10,2S1 122mm-self-propelled gun,2007-01-01,Second-hand
Bulgaria,Congo,18,PM-43 120mm-mortar,1998-01-01,Probably Second-hand  designation uncertain  delivered via Poland  recipient could be DRC
Bulgaria,Cote d'Ivoire,10,Strela-2-portable SAM,2000-01-01,Probably Second-hand
Bulgaria,Czechia,40,9M114-anti-tank missile,1998-01-01,Probably second-hand  part of $1.8 m deal for 80 AT-6 missiles from Ukraine and Bulgaria
Bulgaria,DR Congo,12,D-20 152mm-towed gun,2013-01-01,Second-hand
Bulgaria,Eritrea,12,2S1 122mm-self-propelled gun,1999-01-01,Probably Second-hand
Bulgaria,Estonia,14,PM-43 120mm-mortar,1996-01-01,Second-hand  designation uncertain
Bulgaria,Ethiopia,50,T-55-tank,1998-01-01,Second-hand  may incl some from Ukraine and/or Romania sold via Bulgaria
Bulgaria,Georgia,2,Project-106K-landing craft,2001-01-01,Second-hand  aid  Georgian designation Guria
